Section_Name,Score,Section,Horizon,Height,Holcacephalus tenerus,Modocia cf.oweni,Bolaspidella wellsvillensis,Bolaspidella burnetensis,Cedarina cordilleras,Kormagnostus simplex,Cedarina eurycheilos,Modocia cf.centralis,Meteoraspis cf.robusta,Syspacheilus cf.camurus,Genevievella cf.spinosa,Apsotreta orifera,Coosella beltensis,Kinsabia varigata,Coosella granulosa,Coosia connata,Sponge spicule B,Pseudagnostus? nordicus,Norwoodia quadrangularis,Arcuolimbus convexus,Opisthotreta depressa,Tricrepicephalus coria,Tricrepicephalus texanus,Sponge spicule A,Sponge spicule C,Kingstonia pontotocensis,Llanoaspis virginica,Llanoaspis modesta,Metoeraspis metra,Coosella cf.widnerensis,Coosia cf.albertensis,Crepicephalus australis,Llanoaspis undulata,Llanoaspis undulata granulata,Maryvillia cf.ariston,Meteoraspis cf.loisi,Pemphigaspis inexpectans,Crepicephalus perplexus,Llanoaspis peculiaris,Crepicephalus cf.iowensis,Cheilocephalus breviloba,Aphelaspis walcotti,Dictyonina perforata,Aphelaspis spinosa,Raaschella ornata,Cheilocephalus minutus,Geragnostus cf.tumidosus,Aphelaspis constricta,Aphelaspis longifrons,Dunderbergia variagranula,Dytremacephalus laevis,Labiostria platifrons,Labiostria conveximarginata,Pseudagnostus communis,Angulotreta triangularis,Pseudagnostus josephus,Angulotreta triangularis digitalis,Dytremacephalus granulosus,Apsotreta expansus,Labiostria sigmoidalis,Dysoristus lochmanae,Dieracephalus aster
White_Creek,0.608153302,2,11,11,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,1,0,-1,-1,1,1,0,-1,0,1,0,0,1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1
White_Creek,0.610793118,2,12,12,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,1,0,-1,-1,1,1,0,-1,0,1,0,1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1
White_Creek,0.708359702,2,13,13,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,1,0,-1,-1,1,1,0,-1,0,1,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1
White_Creek,0.80934578,2,14,14,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,1,0,-1,-1,1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1
White_Creek,0.814758082,2,15,15,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1
White_Creek,0.835434184,2,16,16,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,1,0,0,0,-1,-1
White_Creek,0.849881589,2,17,17,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,1,0,0,0,-1,-1
White_Creek,0.864041125,2,18,18,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,0,0,0,0,-1,-1
White_Creek,0.872742719,2,19,19,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,1,-1,0,0,0,0,-1,-1
White_Creek,0.892340106,2,20,20,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,1,-1,1,-1,0,0,0,0,-1,-1
